YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2013,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,40.3,45 - 54,"(41.56266102, -72.649840952)"
2013,Wisconsin,Percent of adults who engage in no leisure-time physical activity,12.3,18 - 24,"(44.393191174, -89.816370742)"
2011,Oklahoma,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.6,65 or older,"(35.472031356, -97.521070214)"
2013,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.8,35 - 44,"(42.827001032, -75.543970427)"
2013,Nebraska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.3,65 or older,"(41.641040988001, -99.365720623)"
2011,Vermont,Percent of adults aged 18 years and older who have an overweight classification,37.7,65 or older,"(43.625381239, -72.517640791)"
2013,West Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),46.2,45 - 54,"(38.665510202, -80.712640135)"
2014,New Hampshire,Percent of adults aged 18 years and older who have an overweight classification,19.7,18 - 24,"(43.655950113, -71.50036092)"
2013,North Dakota,Percent of adults aged 18 years and older who have an overweight classification,36.2,55 - 64,"(47.475319779, -100.118421049)"
2015,Maryland,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.5,55 - 64,"(39.290580964, -76.609260111)"
2014,Virginia,Percent of adults aged 18 years and older who have obesity,33.4,45 - 54,"(37.542680674, -78.457890463)"
2012,New Mexico,Percent of adults who engage in no leisure-time physical activity,16.7,25 - 34,"(34.520880952, -106.240580985)"
2011,Connecticut,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.2,55 - 64,"(41.56266102, -72.649840952)"
2011,Florida,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.7,18 - 24,"(28.932040377, -81.928960539)"
2013,New Mexico,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,38.7,25 - 34,"(34.520880952, -106.240580985)"
2013,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.5,55 - 64,"(39.766910452, -86.149960194)"
2012,West Virginia,Percent of adults aged 18 years and older who have obesity,38.2,55 - 64,"(38.665510202, -80.712640135)"
2015,Texas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),23.3,18 - 24,"(31.827240407, -99.426770206)"
2013,Arkansas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.4,55 - 64,"(34.748650124, -92.274490743)"
2011,Iowa,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.1,25 - 34,"(42.469400913, -93.816490556)"
2011,Alabama,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),22.1,45 - 54,"(32.840571122, -86.631860762)"
2013,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,10.7,45 - 54,"(34.748650124, -92.274490743)"
2012,Alabama,Percent of adults who engage in no leisure-time physical activity,27.9,35 - 44,"(32.840571122, -86.631860762)"
2011,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,24.4,18 - 24,"(40.130570048, -74.273691288)"
2011,Colorado,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),63.3,55 - 64,"(38.843840757, -106.133610921)"
2015,Tennessee,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),27.9,45 - 54,"(35.68094058, -85.774490914)"
2014,Montana,Percent of adults who engage in no leisure-time physical activity,10.3,18 - 24,"(47.066528972, -109.424420645)"
2015,Rhode Island,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,28.3,18 - 24,"(41.708280193, -71.522470314)"
2013,Nevada,Percent of adults aged 18 years and older who have an overweight classification,41.6,65 or older,"(39.49324039, -117.071840564)"
2012,New York,Percent of adults aged 18 years and older who have an overweight classification,43.9,45 - 54,"(42.827001032, -75.543970427)"
2013,District of Columbia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.3,18 - 24,"(38.890371385, -77.031961127)"
2015,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,32.2,35 - 44,"(34.748650124, -92.274490743)"
2015,West Virginia,Percent of adults who engage in no leisure-time physical activity,25.0,25 - 34,"(38.665510202, -80.712640135)"
2015,North Dakota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),45.9,35 - 44,"(47.475319779, -100.118421049)"
2015,North Carolina,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.2,25 - 34,"(35.466220975, -79.159250463)"
2012,Illinois,Percent of adults aged 18 years and older who have obesity,31.7,45 - 54,"(40.485010283, -88.997710178)"
2013,Delaware,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,22.8,65 or older,"(39.008830667, -75.577741168)"
2015,Missouri,Percent of adults aged 18 years and older who have an overweight classification,36.8,55 - 64,"(38.635790776, -92.566300053)"
2013,Kansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.5,35 - 44,"(38.3477403, -98.200781227)"
2015,New York,Percent of adults aged 18 years and older who have an overweight classification,25.1,18 - 24,"(42.827001032, -75.543970427)"
2013,Utah,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),56.7,45 - 54,"(39.360700171, -111.587130635)"
2011,Arizona,Percent of adults aged 18 years and older who have obesity,23.6,25 - 34,"(34.86597028, -111.763811277)"
2011,Oregon,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,23.1,65 or older,"(44.567449424, -120.155031326)"
2011,Georgia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.2,25 - 34,"(32.839681093, -83.627580346)"
2014,Delaware,Percent of adults aged 18 years and older who have an overweight classification,39.1,35 - 44,"(39.008830667, -75.577741168)"
2013,Montana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),61.6,18 - 24,"(47.066528972, -109.424420645)"
2013,West Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.1,35 - 44,"(38.665510202, -80.712640135)"
2013,Delaware,Percent of adults aged 18 years and older who have obesity,16.0,18 - 24,"(39.008830667, -75.577741168)"
2011,Minnesota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.7,35 - 44,"(46.355648736, -94.794200503)"
2014,Vermont,Percent of adults aged 18 years and older who have an overweight classification,33.1,35 - 44,"(43.625381239, -72.517640791)"
2014,Nevada,Percent of adults aged 18 years and older who have obesity,25.6,55 - 64,"(39.49324039, -117.071840564)"
2013,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,33.7,25 - 34,"(32.745510099, -89.538030825)"
2015,Texas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,16.8,65 or older,"(31.827240407, -99.426770206)"
2013,Illinois,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.2,45 - 54,"(40.485010283, -88.997710178)"
2011,Kansas,Percent of adults who engage in no leisure-time physical activity,22.7,25 - 34,"(38.3477403, -98.200781227)"
2014,Illinois,Percent of adults aged 18 years and older who have an overweight classification,37.2,45 - 54,"(40.485010283, -88.997710178)"
2013,Alabama,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,17.5,55 - 64,"(32.840571122, -86.631860762)"
2014,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,32.6,35 - 44,"(38.665510202, -80.712640135)"
2015,South Carolina,Percent of adults aged 18 years and older who have an overweight classification,40.6,65 or older,"(33.998821303, -81.045371207)"
2013,Delaware,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,54.1,18 - 24,"(39.008830667, -75.577741168)"
2011,South Dakota,Percent of adults aged 18 years and older who have obesity,36.0,35 - 44,"(44.353130053, -100.373530637)"
